,main_section,section_name,sub_section_name,is_relevant,is_include
728,Emergency provider report,Emergency/Urgent Care,objective,Yes,Yes
729,Emergency provider report,Emergency/Urgent Care,Free text HPI notes,Yes,Yes
730,Emergency provider report,Emergency/Urgent Care,"Diagnosis, Assessment &  Plan",Yes,Yes
731,Emergency provider report,Emergency/Urgent Care,Social & Psychosocial Habits,No,Yes
732,Emergency provider report,Emergency/Urgent Care,Social & Psychosocial Habit,No,Yes
733,Emergency provider report,Emergency/Urgent Care,nterpretation & Diagnostics,Yes,Yes
734,Emergency provider report,Emergency/Urgent Care, Past Medical/ Family/ Social History,Yes,Yes
735,Emergency provider report,Emergency/Urgent Care,discharge/Care Plan,Yes,Yes
736,Emergency provider report,Emergency/Urgent Care,ros,Yes,Yes
737,Emergency provider report,Emergency/Urgent Care,Free Text Risk Notes,Yes,Yes
738,Emergency provider report,Emergency/Urgent Care,Free Text PE Notes,Yes,Yes
739,Emergency provider report,Emergency/Urgent Care,Re-Evaluation & MDM,Yes,Yes
740,Emergency provider report,Emergency/Urgent Care,Interpretation & Diagnostics,Yes,Yes
741,Emergency provider report,Emergency/Urgent Care,Lab & Imaging Statement,Yes,Yes
742,Emergency provider report,Emergency/Urgent Care,Re-Evaluation& MDM,Yes,Yes
743,Emergency provider report,Emergency/Urgent Care,Patient Discharge & Departure,Yes,Yes
744,Emergency provider report,Emergency/Urgent Care,ROS Statements,Yes,Yes
745,Emergency provider report,Emergency/Urgent Care,Free Text PE Note,Yes,Yes
746,Emergency provider report,Emergency/Urgent Care,HPI-Stroke/CVA,Yes,Yes
747,Emergency provider report,Emergency/Urgent Care,basic information,No,Yes
748,Emergency provider report,Emergency/Urgent Care,General,Yes,Yes
749,Emergency provider report,Emergency/Urgent Care,Medical decision making,Yes,Yes
750,Emergency provider report,Emergency/Urgent Care,Ddischarge Summary,Yes,Yes
751,Emergency provider report,Emergency/Urgent Care,Medication Reconciliation,Yes,Yes
752,Emergency provider report,Emergency/Urgent Care,Procedure,Yes,Yes
753,Emergency provider report,Emergency/Urgent Care,General Assessment,Yes,Yes
754,Emergency provider report,Emergency/Urgent Care,Diagnoses,Yes,Yes
755,Emergency provider report,Emergency/Urgent Care,ED Triage Allergies/Meds ,Yes,Yes
756,Emergency provider report,Emergency/Urgent Care,Medication List,Yes,Yes
757,Emergency provider report,Emergency/Urgent Care,History pf present Illness,Yes,Yes
758,Emergency provider report,Emergency/Urgent Care,Health Status,Yes,Yes
759,Emergency provider report,Emergency/Urgent Care,Past Medical/Family/Social history,Yes,Yes
760,Emergency provider report,Emergency/Urgent Care,Notes,Yes,Yes
761,Emergency provider report,Emergency/Urgent Care,ReExamination/ Reevaluation,Yes,Yes
762,Emergency provider report,Emergency/Urgent Care,Impression and Plan,Yes,Yes
763,Emergency provider report,Emergency/Urgent Care,Subjective Nursing Assessment,Yes,Yes
764,Emergency provider report,Emergency/Urgent Care,Emergency Department Orders,Yes,Yes
765,Emergency provider report,Emergency/Urgent Care,Procedures,Yes,Yes
766,Emergency provider report,Emergency/Urgent Care,CRITICAL CARE,Yes,Yes
767,Emergency provider report,Emergency/Urgent Care,Laboratory Results,Yes,Yes
768,Emergency provider report,Emergency/Urgent Care,Medications,Yes,Yes
769,Emergency provider report,Emergency/Urgent Care,Past Medical/ Family/ Social History,Yes,Yes
770,Emergency provider report,Emergency/Urgent Care,Surgical history,Yes,Yes
771,Emergency provider report,Emergency/Urgent Care,Impression/plan,Yes,Yes
772,Emergency provider report,Emergency/Urgent Care,BASIC INFO,Yes,Yes
773,Emergency provider report,Emergency/Urgent Care,Physical Exam/Objective ,Yes,Yes
774,Emergency provider report,Emergency/Urgent Care,Clinical Scores,Yes,Yes
775,Emergency provider report,Emergency/Urgent Care,Chronic Problem List,Yes,Yes
776,Emergency provider report,Emergency/Urgent Care,Procedure/Surgical History,Yes,Yes
777,Emergency provider report,Emergency/Urgent Care,Physical Exam/Objective,Yes,Yes
778,Emergency provider report,Emergency/Urgent Care,Medication Administration,Yes,Yes
779,Emergency provider report,Emergency/Urgent Care,Family History,Yes,Yes
780,Emergency provider report,Emergency/Urgent Care,Diagnostic Results,Yes,Yes
781,Emergency provider report,Emergency/Urgent Care,HPI,Yes,Yes
782,Emergency provider report,Emergency/Urgent Care,Free TextHPI Notes,Yes,Yes
783,Emergency provider report,Emergency/Urgent Care,Additional Review of Systems,Yes,Yes
784,Emergency provider report,Emergency/Urgent Care,Past Medical History - Adult,Yes,Yes
785,Emergency provider report,Emergency/Urgent Care,Past Medical History:,Yes,Yes
786,Emergency provider report,Emergency/Urgent Care,Focused PE,Yes,Yes
787,Emergency provider report,Emergency/Urgent Care,HPI-General Illness,Yes,Yes
788,Emergency provider report,Emergency/Urgent Care,HPI-General Illness Free Text HPI Notes,Yes,Yes
789,Emergency provider report,Emergency/Urgent Care, Allergies,Yes,Yes
790,Emergency provider report,Emergency/Urgent Care, Chief Complaint,Yes,Yes
791,Emergency provider report,Emergency/Urgent Care,INITIAL MEDICAL SCREENING,Yes,Yes
792,Emergency provider report,Emergency/Urgent Care, Impression and Plan,Yes,Yes
793,Emergency provider report,Emergency/Urgent Care,Physical Examination,Yes,Yes
794,Emergency provider report,Emergency/Urgent Care, History of Present Illness,Yes,Yes
795,Emergency provider report,Emergency/Urgent Care, Physical Examination,Yes,Yes
796,Emergency provider report,Emergency/Urgent Care, Medical Decision Making,Yes,Yes
797,Emergency provider report,Emergency/Urgent Care, Reexamination/ Reevaluation,Yes,Yes
798,Emergency provider report,Emergency/Trauma Documentation,Results,No,Yes
799,Emergency provider report,Emergency Report,social history,Yes,Yes
800,Emergency provider report,EMERGENCY PROVIDER REPORT,present medical history,Yes,Yes
801,Emergency provider report,Emergency provider report,past surgical history,Yes,Yes
802,Emergency provider report,Emergency Medicine,past medical history,Yes,Yes
803,Emergency provider report,Emergency Documentations,Ed course,Yes,Yes
804,Emergency provider report,Emergency Documentation,physical exam,Yes,Yes
805,Emergency provider report,Emergency department reports,chief complaint,Yes,Yes
806,Emergency provider report,Emergency Department Reports,Review of systems,Yes,Yes
807,Emergency provider report,Emergency Department Chart,history of present illness,Yes,Yes
808,Emergency provider report,ED to Hosp-Admission,assessment,Yes,Yes
809,Emergency provider report,ED Records,labs,Yes,Yes
810,Emergency provider report,ED Record,plan,Yes,Yes
811,Emergency provider report,ED Provider Notes - ED Notes,mode of arrival,Yes,Yes
812,Emergency provider report,ED Provider Notes,current medications,Yes,Yes
813,Emergency provider report,ED Provider Note (,assessment/plan,Yes,Yes
814,Emergency provider report,ED Provider Note,allergies,Yes,Yes
815,Emergency provider report,ED Provider Note,laboratory,Yes,Yes
816,Emergency provider report,ED PATIENT DISCHARGE INFORMATION,medical dicision making,Yes,Yes
817,Emergency provider report,ED Notes,diagnostics,Yes,Yes
818,Emergency provider report,ED Note-Physician,home medications,Yes,Yes
819,Discharge Summary,Discharge Summary:,Assessment,Yes,Yes
820,Discharge Summary,Discharge Summary Note (continued),Procedure,Yes,Yes
821,Discharge Summary,Discharge Summary Note,Plan,Yes,Yes
822,Discharge Summary,Discharge summary (inpatient) advanced practice provider-Dis,ALL DISCHARGE MEDICATIONS,Yes,Yes
823,Discharge Summary,Discharge Summary (continued),Admitting HP,Yes,Yes
824,Discharge Summary,Discharge Summary,Consultants,Yes,Yes
825,Discharge Summary,DISCHARGE SUMMARY,VITAL SIGNS ON THE DAYS OF DISCHARGE,Yes,Yes
826,Discharge Summary,Discharge Summaries (continued),Hospital Course,Yes,Yes
827,Discharge Summary,Discharge Summaries,Discharge Diagnosis,Yes,Yes
828,Discharge Summary,Discharge Recommendations,General Information,Yes,Yes
829,Discharge Summary,Discharge Planner Note,Impression and Plan,Yes,Yes
830,Discharge Summary,Discharge Planner Note,Disposition,Yes,Yes
831,Discharge Summary,DISCHARGE NOTE,Narrative Hospital course,Yes,Yes
832,Discharge Summary,Discharge Medication List,Admitting HPI,Yes,Yes
833,Discharge Summary,Discharge Instructions,FINAL REPORT ,Yes,Yes
834,Discharge Summary,Discharge Information (continued),Current medications,Yes,Yes
835,Discharge Summary,DISCHARGE INFORMATION,Instructions,Yes,Yes
836,Discharge Summary,Discharge Documentation,Basic Information,No,Yes
837,CONSULTATION REPORT,DEPARTMENT OF MEDICINE,Results,No,Yes
838,Discharge Summary,Death summary,IMAGING,No,Yes
839,Progress Note,DAILY MEDICINE PROGRESS NOTE,Labs/Imaging,Yes,Yes
840,Progress Note,CV DIABETES CONSULT DAILY PROGRESS NOTE,HOSPITAL MEDICATIONS,Yes,Yes
841,OPERATIVE REPORT,CT surgery preop evaluation note,operative procedures performed,Yes,Yes
842,Progress Note,CRITICALCARE PROGRESS NOTE,Review / Managemen,Yes,Yes
843,Progress Note,Critical Care/ICU Progress Note,Physical Exam,Yes,Yes
844,Progress Note,Critical Care Progress Note,Recommendations,Yes,Yes
845,Progress Note,Critical Care Note,Radiology/Imaging last 72 hours,No,Yes
846,Progress Note,CRITICAL CARE DAILY NOTE,SUBJECTIVE/OBJECTIVE,Yes,Yes
847,CONSULTATION REPORT,Critical Care Consult Note,Impression and Plan,Yes,Yes
848,Progress Note,Critical Care,Type of Study,Yes,Yes
849,Progress Note,Cranlofaclal Plastic Surgery Progress Note,Admitting HPI,Yes,Yes
850,CONSULTATION REPORT,consults,Health Status,Yes,Yes
851,CONSULTATION REPORT,Consults,Assessment,Yes,Yes
852,CONSULTATION REPORT,Consulting physician,Plan,Yes,Yes
853,CONSULTATION REPORT,Consultations,Past Medical History,Yes,Yes
854,CONSULTATION REPORT,CONSULTATION REPORT,Past Surgical History,Yes,Yes
855,CONSULTATION REPORT,Consultation Notes,Reason for Consultation,Yes,Yes
856,CONSULTATION REPORT,Consultation,History of Present Illness,Yes,Yes
857,CONSULTATION REPORT,CONSULTATION,Estimated blood loss,Yes,Yes
858,CONSULTATION REPORT,Consult Notes,Social History,Yes,Yes
859,CONSULTATION REPORT,Consult Note*-NS - Neurosciences,Substance Use History,Yes,Yes
860,CONSULTATION REPORT,Consult Note - Medical-Internal Medicine,Diagnostic results,Yes,Yes
861,CONSULTATION REPORT,Consult Note,Chief Complaint,Yes,Yes
862,CONSULTATION REPORT,Consult,Family History,Yes,Yes
863,Anesthesia Reports,"Consentfor,Anesthesia / Moderate Sedation",Procedure Notes,Yes,Yes
864,Progress Note,Clinical Summary,Cath Attending Admission H&P,Yes,Yes
865,OPERATIVE REPORT,Clinical Notes,Operative Data,Yes,Yes
866,Progress Note,Clinical Notes,DATE OF PROCEDURE,Yes,Yes
867,OPERATIVE REPORT,CLINICAL NOTE,DISPOSITION,Yes,Yes
868,OPERATIVE REPORT,Clinical Documents,PLAN,Yes,Yes
869,OPERATIVE REPORT,Central Venous Catheter Insertion,operative procedure techniques,Yes,Yes
870,Progress Note,CASE MANAGEMENT PROGRESS NOTE,TELEMETRY,No,Yes
871,Progress Note,Case Management Progress Note,ASSESSMENT - MEDICINE,Yes,Yes
872,CONSULTATION REPORT,CARDIOVASCULAR DIABETES CONSULT H&P, Home Medications,Yes,Yes
873,Progress Note,CARDIOVASCULAR AND THORACIC SURGERY,History of Present Illness,Yes,Yes
874,CONSULTATION REPORT,CARDIOTHORACIC-VASCULAR SURGERY CONSULT NOTE,Famiy History,Yes,Yes
875,CONSULTATION REPORT,Cardio-Thoracic Surgery,Physical Examination,Yes,Yes
876,Progress Note,Cardiothoracic & Transplant Surgery Progress Note,Labs reviewed,Yes,Yes
877,Progress Note,Cardiology Progress note,REVIEW OF SYSTEMS:,Yes,Yes
878,Progress Note,Cardiology progress Note,Assessment and Plan,Yes,Yes
879,Progress Note,CARDIOLOGY PROGRESS NOTE,Assessment & Plan for today,Yes,Yes
880,OPERATIVE REPORT,Cardiology Procedures,EXAM,Yes,Yes
881,OPERATIVE REPORT,Cardiology procedure,implants,Yes,Yes
882,CONSULTATION REPORT,Cardiology Initial Consult Note,physical exam,Yes,Yes
883,Progress Note,Cardiology Critical Care Progress Note,Imaging,Yes,Yes
884,CONSULTATION REPORT,CARDIOLOGY CONSULTATION,Medications,Yes,Yes
885,Progress Note,CARDIOLOGY CONSULT PROGRESS NOTE,PHYSICIAN ATTESTATION,No,Yes
886,OPERATIVE REPORT,Cardiac Catheterization Report,PRE PROCEDURAL DIAGNOSIS,Yes,Yes
887,OPERATIVE REPORT,Cardiac cath,SEDATION,Yes,Yes
888,History & Physical,Blue Surgery History and Physical,Assessment,Yes,Yes
889,Anesthesia Reports,Anesthesia Records,Surgical History,Yes,Yes
890,Anesthesia Reports,Anesthesia record Report,Anesthesia Summary,Yes,Yes
891,Anesthesia Reports,Anesthesia Record,Anesthesia History,Yes,Yes
892,Anesthesia Reports,ANESTHESIA PRE-PROCEDURE CONSULT / H & P,Central Venous Line,Yes,Yes
893,Anesthesia Reports,Anesthesia Pre-Evaluation,TEE ,Yes,Yes
894,Anesthesia Reports,ANESTHESIA ORDERS,Anesthesia Plan ,Yes,Yes
895,Anesthesia Reports,ANESTHESIA ORDERS,Anesthesia Post Evaluation ,Yes,Yes
896,Anesthesia Reports,ANESTHESIA ORDERS,Medications,Yes,Yes
897,Anesthesia Reports,ANESTHESIA ORDERS,PRBC,Yes,Yes
898,Anesthesia Reports,ANESTHESIA ORDERS,Patient Record,Yes,Yes
899,Anesthesia Reports,ANESTHESIA ORDERS,Review of Medical History and Risk Assessment,Yes,Yes
900,Anesthesia Reports,ANESTHESIA ORDERS,Extracorporeal Circulation Record ,Yes,Yes
901,Anesthesia Reports,ANESTHESIA ORDERS,Planned procedure,Yes,Yes
902,Anesthesia Reports,ANESTHESIA ORDERS,HPI,Yes,Yes
903,Anesthesia Reports,ANESTHESIA ORDERS,Anesthesia/Sedation History,Yes,Yes
904,Anesthesia Reports,ANESTHESIA ORDERS,Ros/PMH(Review of System/past Medical History),Yes,Yes
905,Anesthesia Reports,ANESTHESIA ORDERS,ASA plan,Yes,Yes
906,Anesthesia Reports,ANESTHESIA ORDERS,Anesthesia Information,Yes,Yes
907,Anesthesia Reports,ANESTHESIA ORDERS,Procedure Summary,Yes,Yes
908,Anesthesia Reports,ANESTHESIA ORDERS,Responsible Staff,Yes,Yes
909,Anesthesia Reports,ANESTHESIA ORDERS,Attestation Information,Yes,Yes
910,Anesthesia Reports,ANESTHESIA ORDERS,Anesthesia Checklist,Yes,Yes
911,Anesthesia Reports,ANESTHESIA ORDERS,Pre-anesthesia evaluation,Yes,Yes
912,Anesthesia Reports,ANESTHESIA ORDERS,Active Hospital Problems,Yes,Yes
913,Anesthesia Reports,ANESTHESIA ORDERS,Medical History,Yes,Yes
914,Anesthesia Reports,ANESTHESIA ORDERS,Other History,Yes,Yes
915,Anesthesia Reports,ANESTHESIA ORDERS,Assessment,Yes,Yes
916,Anesthesia Reports,ANESTHESIA ORDERS,ANESTHESIA RECORD,Yes,Yes
917,Anesthesia Reports,ANESTHESIA ORDERS,Anesthesia record Continuation,Yes,Yes
918,Anesthesia Reports,ANESTHESIA ORDERS,CARDIO PULMONARY PERFUSION RECORD,Yes,Yes
919,Anesthesia Reports,ANESTHESIA ORDERS,BLOOD BANK TRANSFUSION RECORD,Yes,Yes
920,Anesthesia Reports,ANESTHESIA ORDERS,RADIOLOGY NURSING VITALS SHEET ,Yes,Yes
921,Anesthesia Reports,ANESTHESIA ORDERS,ENDOSCOPY I rADIOLOGY NURSING RECORD,Yes,Yes
922,Anesthesia Reports,ANESTHESIA ORDERS,PRE-PROCEDURE REVIEW OF SYSTEMS,Yes,Yes
923,Anesthesia Reports,ANESTHESIA ORDERS,Medication,Yes,Yes
924,Anesthesia Reports,ANESTHESIA ORDERS,Past Medical History,Yes,Yes
925,Anesthesia Reports,ANESTHESIA ORDERS,Past Surgical History,Yes,Yes
926,Anesthesia Reports,ANESTHESIA ORDERS,Social History,Yes,Yes
927,Anesthesia Reports,ANESTHESIA ORDERS,Vital Signs,No,Yes
928,Anesthesia Reports,ANESTHESIA ORDERS,Labs,No,Yes
929,Anesthesia Reports,ANESTHESIA ORDERS,PROPOSED PROCEDURE,Yes,Yes
930,Anesthesia Reports,ANESTHESIA ORDERS,SURGEON/PROCEDURAUST,Yes,Yes
931,Anesthesia Reports,ANESTHESIA ORDERS,HISTORY OF PRESENT ILLNESS,Yes,Yes
932,Anesthesia Reports,ANESTHESIA ORDERS,ROS,Yes,Yes
933,Anesthesia Reports,ANESTHESIA ORDERS,ANESTHETIC HISTORY,Yes,Yes
934,Anesthesia Reports,ANESTHESIA ORDERS,ALLERGIES,Yes,Yes
935,Anesthesia Reports,ANESTHESIA ORDERS,LABORATORY STUDIES,Yes,Yes
936,Anesthesia Reports,ANESTHESIA ORDERS,OTHER STUDIES,Yes,Yes
937,Anesthesia Reports,ANESTHESIA ORDERS,PHYSICAL EXAMINATION:,Yes,Yes
938,Anesthesia Reports,ANESTHESIA ORDERS,PLAN,Yes,Yes
939,Anesthesia Reports,ANESTHESIA GRAPH,Facility Administered Medications ,Yes,Yes
940,Anesthesia Reports,Anesthesia Encountes,Procedure Summary ,Yes,Yes
941,Anesthesia Reports,Anesthesia Encounter,Events,Yes,Yes
942,Anesthesia Reports,Anesthesia,Staff ,No,Yes
943,Anesthesia Reports,Anesthesia,Prescription Medications,Yes,Yes
944,Discharge Summary,Admit/Transfer/Discharge Orders,NEW DISCHARGE MEDICATIONS,Yes,Yes
945,Discharge Summary,Admit/Transfer/Discharge Orders,Admitting diagnosis,Yes,Yes
946,Discharge Summary,Admit/Transfer/Discharge Orders,Principal diagnosis,Yes,Yes
947,Discharge Summary,Admit/Transfer/Discharge Orders,Secondary diagnosis,Yes,Yes
948,Discharge Summary,Admit/Transfer/Discharge Orders,History of Present Illness,Yes,Yes
949,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Echocardiogram,No,Yes
950,Discharge Summary,Admit/Transfer/Discharge Orders,Comprehensive Care,Yes,Yes
951,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Exam,Yes,Yes
952,Discharge Summary,Admit/Transfer/Discharge Orders,Labs,Yes,Yes
953,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Medications,Yes,Yes
954,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Echocardiogram ,Yes,Yes
955,Discharge Summary,Admit/Transfer/Discharge Orders,After Visit Summary,Yes,Yes
956,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Diagnoses,Yes,Yes
957,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge time,Yes,Yes
958,Discharge Summary,Admit/Transfer/Discharge Orders,Admission Diagnoses,Yes,Yes
959,Discharge Summary,Admit/Transfer/Discharge Orders,Principal procedures,Yes,Yes
960,Discharge Summary,Admit/Transfer/Discharge Orders,Indication for Admission,Yes,Yes
961,Discharge Summary,Admit/Transfer/Discharge Orders,Hospital course &Complications,Yes,Yes
962,Discharge Summary,Admit/Transfer/Discharge Orders,Primary care physician,Yes,Yes
963,Discharge Summary,Admit/Transfer/Discharge Orders,Objective/ Exam ,Yes,Yes
964,Discharge Summary,Admit/Transfer/Discharge Orders,Intake and Output,Yes,Yes
965,Discharge Summary,Admit/Transfer/Discharge Orders,Surgical Procedures,Yes,Yes
966,Discharge Summary,Admit/Transfer/Discharge Orders,Procedures ,Yes,Yes
967,Discharge Summary,Admit/Transfer/Discharge Orders,Surgery A/P ,Yes,Yes
968,Discharge Summary,Admit/Transfer/Discharge Orders,consulting Services,Yes,Yes
969,Discharge Summary,Admit/Transfer/Discharge Orders,CONDITION,Yes,Yes
970,Discharge Summary,Admit/Transfer/Discharge Orders,Reason for hospitalization,Yes,Yes
971,Discharge Summary,Admit/Transfer/Discharge Orders,Diagnostic and procedural events,Yes,Yes
972,Discharge Summary,Admit/Transfer/Discharge Orders,Assessment/plan,Yes,Yes
973,Discharge Summary,Admit/Transfer/Discharge Orders,Face Sheet,Yes,Yes
974,Discharge Summary,Admit/Transfer/Discharge Orders,History and Physical,Yes,Yes
975,Discharge Summary,Admit/Transfer/Discharge Orders,ROS,Yes,Yes
976,Discharge Summary,Admit/Transfer/Discharge Orders,Past Medical History/ Past Surgical History,Yes,Yes
977,Discharge Summary,Admit/Transfer/Discharge Orders,Family History,Yes,Yes
978,Discharge Summary,Admit/Transfer/Discharge Orders,Social History,Yes,Yes
979,Discharge Summary,Admit/Transfer/Discharge Orders,VITALS,No,Yes
980,Discharge Summary,Admit/Transfer/Discharge Orders,PHYSICAL EXAM ,Yes,Yes
981,Discharge Summary,Admit/Transfer/Discharge Orders,Brief History,Yes,Yes
982,Discharge Summary,Admit/Transfer/Discharge Orders,Vital Signs,No,Yes
983,Discharge Summary,Admit/Transfer/Discharge Orders,Review of Systems,Yes,Yes
984,Discharge Summary,Admit/Transfer/Discharge Orders,Physical Exam at Discharge,Yes,Yes
985,Discharge Summary,Admit/Transfer/Discharge Orders,Assessment ,Yes,Yes
986,Discharge Summary,Admit/Transfer/Discharge Orders,Plan/Recommendations,Yes,Yes
987,Discharge Summary,Admit/Transfer/Discharge Orders,Interval History,Yes,Yes
988,Discharge Summary,Admit/Transfer/Discharge Orders,Objective,Yes,Yes
989,Discharge Summary,Admit/Transfer/Discharge Orders,Clinical Data ,Yes,Yes
990,Discharge Summary,Admit/Transfer/Discharge Orders,Diagnosis,Yes,Yes
991,Discharge Summary,Admit/Transfer/Discharge Orders,Interventions,Yes,Yes
992,Discharge Summary,Admit/Transfer/Discharge Orders,Monitoring and Evaluation,Yes,Yes
993,Discharge Summary,Admit/Transfer/Discharge Orders,Physical Exam,Yes,Yes
994,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Information,Yes,Yes
995,Discharge Summary,Admit/Transfer/Discharge Orders,Follow-up,Yes,Yes
996,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Plan,Yes,Yes
997,Discharge Summary,Admit/Transfer/Discharge Orders,Follow-Up Appolntment,Yes,Yes
998,Discharge Summary,Admit/Transfer/Discharge Orders,PATIENT EDUCATION INFORMATION,Yes,Yes
999,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Information,Yes,Yes
1000,Discharge Summary,Admit/Transfer/Discharge Orders,Functional Status,Yes,Yes
1001,Discharge Summary,Admit/Transfer/Discharge Orders,Allergies ,Yes,Yes
1002,Discharge Summary,Admit/Transfer/Discharge Orders,Medications ,Yes,Yes
1003,Discharge Summary,Admit/Transfer/Discharge Orders,Assessment & Plan ,Yes,Yes
1004,Discharge Summary,Admit/Transfer/Discharge Orders,Vital Signs ,Yes,Yes
1005,Discharge Summary,Admit/Transfer/Discharge Orders,Lab results,Yes,Yes
1006,Discharge Summary,Admit/Transfer/Discharge Orders,Radiology results ,Yes,Yes
1007,Discharge Summary,Admit/Transfer/Discharge Orders,Follow Up Information,Yes,Yes
1008,Discharge Summary,Admit/Transfer/Discharge Orders,OTHER DIAGNOSES,Yes,Yes
1009,Discharge Summary,Admit/Transfer/Discharge Orders,OPERATIONS/PROCEDURES,Yes,Yes
1010,Discharge Summary,Admit/Transfer/Discharge Orders,CONDITION ON DISCHARGE,Yes,Yes
1011,Discharge Summary,Admit/Transfer/Discharge Orders,REASON FOR ADMISSION,Yes,Yes
1012,Discharge Summary,Admit/Transfer/Discharge Orders,LAST LABS,Yes,Yes
1013,Discharge Summary,Admit/Transfer/Discharge Orders,SICU History and Physical,Yes,Yes
1014,Discharge Summary,Admit/Transfer/Discharge Orders,Documented Medications,Yes,Yes
1015,Discharge Summary,Admit/Transfer/Discharge Orders,Problem list,Yes,Yes
1016,Discharge Summary,Admit/Transfer/Discharge Orders,Physical Examination,Yes,Yes
1017,Discharge Summary,Admit/Transfer/Discharge Orders,Review / Management ,Yes,Yes
1018,Discharge Summary,Admit/Transfer/Discharge Orders,Completed Action List,Yes,Yes
1019,Discharge Summary,Admit/Transfer/Discharge Orders,Short Term PT Goals Grid,Yes,Yes
1020,Discharge Summary,Admit/Transfer/Discharge Orders,Lona Term PT Goals Grid ,Yes,Yes
1021,Discharge Summary,Admit/Transfer/Discharge Orders,General Info,Yes,Yes
1022,Discharge Summary,Admit/Transfer/Discharge Orders,Assessment,Yes,Yes
1023,Discharge Summary,Admit/Transfer/Discharge Orders,Primary Pain,Yes,Yes
1024,Discharge Summary,Admit/Transfer/Discharge Orders,Transfer Rehab Grid,Yes,Yes
1025,Discharge Summary,Admit/Transfer/Discharge Orders,Ambulation Rehab Grid ,Yes,Yes
1026,Discharge Summary,Admit/Transfer/Discharge Orders,Treatment Log,Yes,Yes
1027,Discharge Summary,Admit/Transfer/Discharge Orders,DC Recommendations,Yes,Yes
1028,Discharge Summary,Admit/Transfer/Discharge Orders,Education,Yes,Yes
1029,Discharge Summary,Admit/Transfer/Discharge Orders,OT Pail ent/Famlly Goals,Yes,Yes
1030,Discharge Summary,Admit/Transfer/Discharge Orders,Lona Term OT Goals Grid ,Yes,Yes
1031,Discharge Summary,Admit/Transfer/Discharge Orders,Plan Review ,Yes,Yes
1032,Discharge Summary,Admit/Transfer/Discharge Orders,Prior Functional Level Grid ,Yes,Yes
1033,Discharge Summary,Admit/Transfer/Discharge Orders,Functional Mobility ,Yes,Yes
1034,Discharge Summary,Admit/Transfer/Discharge Orders,Transfers OT,Yes,Yes
1035,Discharge Summary,Admit/Transfer/Discharge Orders,Significant Findings,Yes,Yes
1036,Discharge Summary,Admit/Transfer/Discharge Orders,INDICATION,Yes,Yes
1037,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Diagnosis/Plan,Yes,Yes
1038,Discharge Summary,Admit/Transfer/Discharge Orders,Treatments & Procedures,Yes,Yes
1039,Discharge Summary,Admit/Transfer/Discharge Orders,Admission diagnosis,Yes,Yes
1040,Discharge Summary,Admit/Transfer/Discharge Orders,Med Rec,Yes,Yes
1041,Discharge Summary,Admit/Transfer/Discharge Orders,Education Materials,Yes,Yes
1042,Discharge Summary,Admit/Transfer/Discharge Orders,Problems,Yes,Yes
1043,Discharge Summary,Admit/Transfer/Discharge Orders,Consultations,Yes,Yes
1044,Discharge Summary,Admit/Transfer/Discharge Orders,Person information,Yes,Yes
1045,Discharge Summary,Admit/Transfer/Discharge Orders,Clinical Discharge instructions,Yes,Yes
1046,Discharge Summary,Admit/Transfer/Discharge Orders,Medical information,Yes,Yes
1047,Discharge Summary,Admit/Transfer/Discharge Orders,Orders,Yes,Yes
1048,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge arrangements,Yes,Yes
1049,Discharge Summary,Admit/Transfer/Discharge Orders,Patient education Instructions,Yes,Yes
1050,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge diagnosis and plan,Yes,Yes
1051,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge disposition,Yes,Yes
1052,Discharge Summary,Admit/Transfer/Discharge Orders,Complications and/or Infections,Yes,Yes
1053,Discharge Summary,Admit/Transfer/Discharge Orders,DischargeExam,Yes,Yes
1054,Discharge Summary,Admit/Transfer/Discharge Orders,provider information,Yes,Yes
1055,Discharge Summary,Admit/Transfer/Discharge Orders,patient Education  information,Yes,Yes
1056,Discharge Summary,Admit/Transfer/Discharge Orders,Discharge Diagnoses and plan,Yes,Yes
1057,Discharge Summary,Admit/Transfer/Discharge Orders,Follow up appointments,Yes,Yes
1058,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Discharge condition,Yes,Yes
1059,Discharge Summary,Admit/Transfer/Discharge Orders,Operative Procedures,Yes,Yes
1060,Discharge Summary,Admit/Transfer/Discharge Orders,Hospital Events,Yes,Yes
1061,Discharge Summary,Admit/Transfer/Discharge Orders,Patient Discharge instructions,Yes,Yes
1062,Discharge Summary,Admit/Transfer/Discharge Orders, Disposition,Yes,Yes
1063,Discharge Summary,Admit/Transfer/Discharge Orders, Hospital Course,Yes,Yes
